,Location,hostname,interface,hostname.1,interface.1,_merge
1314,SINGAPORE,SI-T1A-SVWX-RT07-ASBR,GIGABITETHERNET0/3,SI-T1A-HCR01,GE_2/1/3,right_only
1315,SINGAPORE,SI-T1A-SVWX-RT07-ASBR,GIGABITETHERNET0/1,SI-T1A-SVWX-HCR02,GE_1/1/11,right_only
1316,SINGAPORE II,SI2-T1A-RT01,GIGABITETHERNET3/0/1,SI2-T1A-SVQX-HCR02,GE_1/1/5,right_only
1317,SINGAPORE II,SI2-T1A-RT01,GIGABITETHERNET3/0/0,SI2-T1A-SVQX-HCR02,GE_1/1/4,right_only
1318,SINGAPORE II,SI2-T1A-RT01,GIGABITETHERNET8/0/1,SI2-T1A-SVQX-HCR01,GE_1/1/3,right_only
1319,SINGAPORE II,SI2-T1A-RT01,GIGABITETHERNET8/0/2,SI2-T1A-SVQX-HCR01,GE_1/1/2,right_only
1320,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_1/1/13,SI2-T1A-SVQX-HCR02,TE_1/1/13,right_only
1321,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/6,DHA-T1A-RT01,GIGABITETHERNET1/0/1,right_only
1322,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_5/2/2,EMI-T1A-HCR01,TENGIGABITETHERNET4/2,right_only
1323,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_5/2/3,HK2-T1A-KTHX-HRT01,TE_5/1/13,right_only
1324,SINGAPORE II,SI2-T1A-SVQX-HCR01,STM1_1/2/1,JK-T1A-RT01,POS1/1/0,right_only
1325,SINGAPORE II,SI2-T1A-SVQX-HCR01,STM1_1/2/2,JK-T1A-RT01,POS1/1/1,right_only
1326,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_2/2/3,SI-T1A-HCR01,TE_2/2/3,right_only
1327,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/3,SI2-T1A-RT01,GIGABITETHERNET8/0/1,right_only
1328,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/2,SI2-T1A-RT01,GIGABITETHERNET8/0/2,right_only
1329,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_5/2/1,SI2-T1A-SVQX-HCR02,TE_5/2/1,right_only
1330,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/1,BNK-T1A-RT01,GIGABITETHERNET0/0/1,right_only
1331,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/4,SI2-T1A-RT02,GIGABITETHERNET7/3,right_only
1332,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_1/1/14,MU-ME01-HCR01,TE_2/1/10,right_only
1333,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/5,SI2-T1A-RT02,GIGABITETHERNET7/2,right_only
1334,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_2/2/4,SI2-T1A-SVQX-HPE01,TE_1/1/13,right_only
1335,SINGAPORE II,SI2-T1A-SVQX-HCR01,TE_5/2/4,SI2-T1A-SVQX-HPE02,TE_1/1/13,right_only
1336,SINGAPORE II,SI2-T1A-SVQX-HCR01,GE_1/1/10,SI-T1A-ASINX-ACN-RT01,GIGABITETHERNET0/0/0,right_only
1337,SINGAPORE II,SI2-T1A-RT02,GIGABITETHERNET7/3,SI2-T1A-SVQX-HCR01,GE_1/1/4,right_only
1338,SINGAPORE II,SI2-T1A-RT02,GIGABITETHERNET7/2,SI2-T1A-SVQX-HCR01,GE_1/1/5,right_only
1339,SINGAPORE II,SI2-T1A-RT02,GIGABITETHERNET4/1/4,SI2-T1A-SVQX-HCR02,GE_1/1/2,right_only
1340,SINGAPORE II,SI2-T1A-RT02,GIGABITETHERNET4/1/2,SI2-T1A-SVQX-HCR02,GE_1/1/3,right_only
1341,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/1,KL-T1A-KVDX-HRT01,GE_1/1/6,right_only
1342,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/5,SI2-T1A-RT01,GIGABITETHERNET3/0/1,right_only
1343,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/6,TCX-T1A-IH4X-HRT02,GE_2/1/31,right_only
1344,SINGAPORE II,SI2-T1A-SVQX-HCR02,TE_1/1/14,SI-T1A-SVWX-HCR02,TE_1/1/13,right_only
1345,SINGAPORE II,SI2-T1A-SVQX-HCR02,TE_1/1/13,SI2-T1A-SVQX-HCR02,TE_1/1/13,right_only
1346,SINGAPORE II,SI2-T1A-SVQX-HCR02,TE_5/2/1,SI2-T1A-SVQX-HCR01,TE_5/2/1,right_only
1347,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/4,SI2-T1A-RT01,GIGABITETHERNET3/0/0,right_only
1348,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/2,SI2-T1A-RT02,GIGABITETHERNET4/1/4,right_only
1349,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_1/1/3,SI2-T1A-RT02,GIGABITETHERNET4/1/2,right_only
1350,SINGAPORE II,SI2-T1A-SVQX-HCR02,TE_5/2/2,PAR-T1A-P96X-HCR02,TE_5/1/4,right_only
1351,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_5/2/4,SI2-T1A-SVQX-HPE02,GE_3/1/13,right_only
1352,SINGAPORE II,SI2-T1A-SVQX-HCR02,GE_2/2/4,SI2-T1A-SVQX-HPE01,GE_3/1/13,right_only
1353,SINGAPORE II,SI2-T1A-SVQX-HCR02,TE_2/2/3,MU-ME01-HCR01,TE_3/1/3,right_only
1354,SINGAPORE II,SI2-T1A-SVQX-HPE01,TE_1/1/13,SI2-T1A-SVQX-HCR01,TE_2/2/4,right_only
1355,SINGAPORE II,SI2-T1A-SVQX-HPE01,GE_3/1/13,SI2-T1A-SVQX-HCR02,GE_2/2/4,right_only
1356,SYDNEY,SY-T1A-RT01,POS7/1/0,SY-T1A-RT03,POS7/0/0,right_only
1357,SYDNEY,SY-T1A-RT01,GIGABITETHERNET4/1/3,SY-T1A-M3HX-HRT01,GE_1/1/8,right_only
1358,SYDNEY,SY-T1A-RT01,GIGABITETHERNET4/1/2,SY-T1A-M3HX-HRT01,GE_5/1/9,right_only
1359,SYDNEY,SY-T1A-RT01,GIGABITETHERNET4/0/1,SY-T1A-RT03,GI3/0/1,right_only
1360,SYDNEY,SY-T1A-RT01,GIGABITETHERNET4/0/0,SY-T1A-RT03,GI3/0/0,right_only
1361,SYDNEY,SY-T1A-RT03,GI3/0/1,SY-T1A-RT01,GIGABITETHERNET4/0/1,right_only
1362,SYDNEY,SY-T1A-RT03,GI3/0/0,SY-T1A-RT01,GIGABITETHERNET4/0/0,right_only
1363,SYDNEY,SY-T1A-RT03,POS7/0/0,SY-T1A-RT01,POS7/1/0,right_only
1364,SYDNEY,SY-T1A-RT03,GIGABITETHERNET4/1/4,SY-T1A-M3HX-HRT01,GE_1/1/9,right_only
1365,SYDNEY,SY-T1A-RT03,GIGABITETHERNET4/0/3,SY-T1A-1MHX-HRT02,GE_5/1/1,right_only
1366,SYDNEY,SY-T1A-M3HX-HRT01,GE_5/1/5,LA-T1A-CR02,GIGABITETHERNET3/10,right_only
1367,SYDNEY,SY-T1A-1MHX-HRT02,P 1/1/3,SY2-T1A-0PPX-HRT01,P 1/1/11,right_only
1368,SYDNEY,SY-T1A-1MHX-HRT02,P 1/1/13,SY-T1A-M3HX-HRT01,P 1/1/13,right_only
1369,SYDNEY,SY-T1A-1MHX-HRT02,P 1/2/1,TK-T1A-T0VX-HCR01,P 1/2/4,right_only
1370,SYDNEY,SY-T1A-1MHX-HRT02,P 3/1/13,SY-T1A-M3HX-HRT01,P 5/1/13,right_only
1371,SYDNEY,SY-T1A-1MHX-HRT02,P 5/1/3,AUK-T1A-RT01,GI0/0/2,right_only
1372,SYDNEY,SY-T1A-1MHX-HRT02,P 3/2/1,SY2-T1A-0PPX-HRT01,P 5/1/14,right_only
1373,SYDNEY,SY-T1A-1MHX-HRT02,P 5/1/1,SY-T1A-RT03,GI4/0/3,right_only
1374,SYDNEY II,SY2-T1A-0PPX-HRT01,P 1/1/11,SY-T1A-1MHX-HRT02,P 1/1/3,right_only
1375,SYDNEY II,SY2-T1A-0PPX-HRT01,P 1/1/14,MLB2-T1A-JN1X-HRT01,P 3/1/4,right_only
1376,SYDNEY II,SY2-T1A-0PPX-HRT01,P 5/1/14,SY-T1A-1MHX-HRT02,P 3/2/1,right_only
1377,TOKYO,TK-T1A-CR02,POS4/1/0,SEO-T1A-RT02,PO2/1/0,right_only
1378,TOKYO,TK-T1A-CR02,GIGABITETHERNET3/0/4,TK-T1A-T0VX-HPE02,GE_5/1/2,right_only
1379,TOKYO,TK-T1A-CR02,GIGABITETHERNET1/0/2,TK-T1A-T0VX-HPE02,GE_1/1/2,right_only
1380,TOKYO,TK-T1A-CR02,GIGABITETHERNET1/0/4,TK-T1A-T0VX-HRV01,GE_ 5/1/1,right_only
1381,TOKYO,TK-T1A-CR02,TENGIGABITETHERNET7/2,TK-T1A-T0VX-HCR01,TE_5/1/14,right_only
1382,TOKYO,TK-T1A-CR02,TENGIGABITETHERNET2/2,TK-T1A-T0VX-HCR01,TE_1/1/14,right_only
1383,TOKYO,TK-T1A-CR02,TENGIGABITETHERNET2/1,TK-T1A-T0V-HPE01,TE_ 5/1/14,right_only
1384,TOKYO,TK-T1A-CR02,GIGABITETHERNET3/0/0,TK-T1A-RT05,GI 3/0/2,right_only
1385,TOKYO,TK-T1A-CR02,GIGABITETHERNET1/0/3,TK2-T1A-RT01,GI1/0/1,right_only
1386,TOKYO,TK-T1A-CR02,TENGIGABITETHERNET7/1,EMI-T1A-CR01,TE7/1,right_only
1387,TOKYO,TK-T1A-CR02,GIGABITETHERNET3/0/2,TK-T1A-RT05,GI3/0/4,right_only
1388,TOKYO,TK-T1A-T0VX-HCR01,TE_2/2/3,TK-T1A-T0VX-HPE01,TE_1/1/14,right_only
1389,TOKYO,TK-T1A-T0VX-HCR01,GE_1/1/12,TK-T1A-RT05,GIGABITETHERNET3/0/1,right_only
1390,TOKYO,TK-T1A-T0VX-HCR01,TE_2/2/4,SEO2-T1A-OO7X-HRT01,TE_5/1/13,right_only
1391,TOKYO,TK-T1A-T0VX-HCR01,TE_5/1/14,TK-T1A-CR02,TENGIGABITETHERNET7/2,right_only
1392,TOKYO,TK-T1A-T0VX-HCR01,STM4_5/2/10,TAI-T1A-TJ5X-HRT02,STM4_1/2/1,right_only
1393,TOKYO,TK-T1A-T0VX-HCR01,GE_5/1/12,TK-T1A-RT05,GIGABITETHERNET4/1/3,right_only
1394,TOKYO,TK-T1A-T0VX-HCR01,TE_1/1/14,TK-T1A-CR02,TENGIGABITETHERNET2/2,right_only
1395,TOKYO,TK-T1A-T0VX-HCR01,TE_5/1/13,SI-T1A-HCR01,TE_3/1/13,right_only
1396,TOKYO,TK-T1A-T0VX-HCR01,STM16_1/2/4,SY-T1A-1MHX-HRT02,STM16_1/2/1,right_only
1397,TOKYO,TK-T1A-T0VX-HCR01,TE_1/1/13,SC-T1A-SV1X-HCR01,TE_5/1/2,right_only
1398,TOKYO,TK-T1A-T0VX-HCR01,GE_5/1/3,TK-T1A-T0VX-HCR02,GE_1/1/2,right_only
1399,TOKYO,TK-T1A-T0VX-HCR01,GE_1/1/4,TK-T1A-T0VX-HRV01,GE_1/1/1,right_only
1400,TOKYO,TK-T1A-T0VX-HCR01,GE_5/1/10.1401,NAR-T1A-ANRT1X-ACN-RT01,GI0/0/0,right_only
1401,TOKYO,TK-T1A-T0VX-HCR01,TE_2/1/2,HK-T1A-H99X-HCR01,TE_3/1/2,right_only
1402,TOKYO,TK-T1A-T0VX-HCR01,TE_2/1/1,TK-T1A-T0VX-HPE02,GE_1/1/13,right_only
1403,TOKYO,TK-T1A-T0VX-HCR01,GE_1/1/3,TK-T1A-T0VX-HCR02,GE_1/1/1,right_only
1404,TOKYO,TK-T1A-T0VX-HPE01,TE_ 5/1/14,TK-T1A-CR02,TENGIGABITETHERNET2/1,right_only
1405,TOKYO,TK-T1A-T0VX-HPE02,GE_1/1/2,TK-T1A-CR02,GI1/0/2,right_only
1406,TOKYO,TK-T1A-T0VX-HPE02,TE_5/1/13,TK-T1A-T0VX-HCR02,TE_1/1/14,right_only
1407,TOKYO,TK-T1A-T0VX-HPE02,GE_5/1/2,TK-T1A-CR02,GI3/0/4,right_only
1408,TOKYO II,TK2-T1A-RT01,GIGABITETHERNET1/0/4,OSA-T1A-RT02,GIGABITETHERNET2/0/3,right_only
1409,TOKYO II,TK2-T1A-RT01,GIGABITETHERNET1/0/1,TK-T1A-CR01,GI5/3,right_only
1410,TOKYO II,TK2-T1A-RT01,GIGABITETHERNET0/1/0,OSA-T1A-RT02,GIGABITETHERNET3/1/2,right_only
1411,TOKYO II,TK2-T1A-RT01,POS1/1/1,EMI-T1A-CR01,POS1/1/0,right_only
1412,ISREAL,ISL-T1A-XXGX-HRT01,GE_1/1/15,LN2-T1A-LDNX-HRT01,GE_1/1/9,right_only
1413,ISREAL,ISL-T1A-XXGX-HRT01,GE_2/1/15,FFT3-T1A-FR1X-HRT01,TE_1/1/5,right_only
1414,ISREAL,ISL-T1A-XXGX-HRT01,GE_2/1/19,ISL-T1A-ATLVA-ACN-RT01,GIGABITETHERNET0/0/0,right_only
1415,VIETNAM,VI-T1A-RT01,GIGABITETHERNET1/0/1,VI-T1A-ASGNA-ACN-RT01,GIGABITETHERNET1/0/1,right_only
1416,VIETNAM,VI-T1A-RT01,GIGABITETHERNET1/0/3,VI2-T1A-YQLX-HRT01,GE_1/1/15,right_only
1417,VIETNAM,VI-T1A-RT01,GIGABITETHERNET0/0/2,SI-T1A-HCR01,GIGABITETHERNET0/0/2,right_only
1418,VIETNAM,VI-T1A-RT02,NAN,NAN,NAN,right_only
1419,VIETNAM,VI2-T1A-YQLX-HRT01,GE_1/1/15,VI-T1A-RT01,GIGABITETHERNET1/0/3,right_only
1420,VIETNAM,VI2-T1A-YQLX-HRT01,GE_2/1/15,HK-T1A-H99X-HCR01,GE_5/1/3,right_only
1421,TAIPEI,TAI-T1A-RT01,GIGABITETHERNET7/1/0,TAI-T1A-TJ5X-HRT02,P_3/1/1,right_only
1422,TAIPEI,TAI-T1A-RT01,GIGABITETHERNET3/0/4,TK-T1A-T0VX-HCR01,P_5/1/5,right_only
1423,TAIPEI,TAI-T1A-RT01,POS2/0/0,HK-T1A-H99X-HCR01,P 5/2/10,right_only
1424,TAIPEI,TAI-T1A-RT01,GIGABITETHERNET3/0/0,TAI-T1A-TJ5X-HRT02,P_1/1/11,right_only
1425,TAIPEI,TAI-T1A-TJ5X-HRT02,P_3/1/1,TAI-T1A-RT01,GIGABITETHERNET7/1/0,right_only
1426,TAIPEI,TAI-T1A-TJ5X-HRT02,P_1/1/11,TAI-T1A-RT01,GIGABITETHERNET3/0/0,right_only
1427,BANGKOK,BNK-T1A-RT01,GIGABITETHERNET0/0/1,SI2-T1A-SVQX-HCR01,GE_1/1/1,right_only
1428,BANGKOK,BNK-T1A-RT01,GIGABITETHERNET0/0/4,BNK-T1A-WGZX-ACN-RT01,GI0/2/1,right_only
1429,BANGKOK,BNK-T1A-RT01,GIGABITETHERNET0/0/2,BNK2-T1A-C9VX-HRT01,P-1/7/1,right_only
1430,BANGKOK LL,BNK2-T1A-C9VX-HRT01,GE_1/7/1,BNK-T1A-RT01,GI0/0/2,right_only
1431,BANGKOK LL,BNK2-T1A-C9VX-HRT01,GE_1/3/1,HK-T1A-H99X-HCR01,P-1/1/8,right_only
1432,BANGKOK LL,BNK2-T1A-C9VX-HRT01,GE_1/8/1,BNK-T1A-AAAFQX-ACN-RT01,GI0/2/1,right_only
1433,COLOMBO,EK-COL-T3-RT02,GIGABITETHERNET0/2,EK-COL-T3-RT03,GI0/0/1,right_only
1434,COLOMBO,EK-COL-T3-RT03,GIGABITETHERNET0/0/0,EK-COL2-T3-RT02,GI0/0/4,right_only
1435,COLOMBO,EK-COL-T3-RT03,GIGABITETHERNET2/0/0,MU-ME01-HABR02,3/1/10,right_only
1436,COLOMBO,EK-COL-T3-RT03,GIGABITETHERNET0/0/1,EK-COL-T3-RT02,GIGABITETHERNET0/2,right_only
1437,COLOMBO,EK-COL-T3-RT03,POS1/1/1,MU-ME01-HABR02,10/1/9,right_only
1438,COLOMBO,EK-COL-T3-RT03,GIGABITETHERNET0/0/4,EK-COL-T3-RT04,G0/0/0,right_only
1439,COLOMBO,EK-COL-T3-RT03,POS2/1/1,MU-ME01-HABR02,10/1/10,right_only
1440,COLOMBO,EK-COL-T3-RT04,POS2/0/0,MU-ME01-HABR02,10/1/6,right_only
1441,COLOMBO,EK-COL-T3-RT04,POS2/0/3,CN-ME01-HABR01,P 10/1/9,right_only
1442,COLOMBO,EK-COL-T3-RT04,POS2/0/2,CN-ME01-HABR01,P 10/1/3,right_only
1443,COLOMBO,EK-COL-T3-RT04,GIGABITETHERNET1/0/4,MU-ME01-HABR01,P 3/1/2,right_only
1444,COLOMBO,EK-COL-T3-RT04,GIGABITETHERNET1/0/3,SI-T1A-SVWX-HPE02,2/2/3,right_only
1445,COLOMBO,EK-COL-T3-RT04,GIGABITETHERNET0/0/0,EK-COL-T3-RT03,GIGABITETHERNET0/0/4,right_only
1446,COLOMBO,EK-COL-T3-RT04,GIGABITETHERNET1/0/1,EK-COL2-T3-RT03,G1/0/4,right_only
1447,KARACHI,KAR-T1A-RT01,POS0/3/1,FUJ-T1A-HRT01,P_4/1/15,right_only
1448,KARACHI,KAR-T1A-RT01,POS1/3/0,MU-ME01-HCR02,10/2/5,right_only
1449,MANILA,MLA-T1A-P98X-HRT01,GE_1/1/12,MLA-T1A-AMNLA-ACN-RT02,GI0/0/0,right_only
1450,MANILA,MLA-T1A-P98X-HRT01,TE_1/1/13,MLA-T1A-P98X-HRT02,1/1/13,right_only
1451,MANILA,MLA-T1A-P98X-HRT01,TE_2/1/13,MLA-T1A-P98X-HRT02,2/1/13,right_only
1452,MANILA,MLA-T1A-P98X-HRT01,TE_2/1/14,SI-T1A-HCR01,3/1/14,right_only
1453,MANILA,MLA-T1A-P98X-HRT01,GE_2/1/7,MLA-T1A-P98X-RT03,GI0/0/0,right_only
1454,MANILA,MLA-T1A-P98X-HRT01,GE_2/1/9,MLA-T1A-P98X-RT03,GI0/0/1,right_only
1455,MANILA,MLA-T1A-P98X-HRT02,TE_1/1/14,MLA2-T1A-GX0X-HRT01,1/1/13,right_only
1456,MANILA,MLA-T1A-P98X-HRT02,TE_1/1/13,MLA-T1A-P98X-HRT01,1/1/13,right_only
1457,MANILA,MLA-T1A-P98X-HRT02,TE_2/1/13,MLA-T1A-P98X-HRT01,2/1/13,right_only
1458,MANILA,MLA-T1A-P98X-HRT02,GE_1/1/7,MLA-T1A-P98X-RT03,GI1/0/0,right_only
1459,MANILA,MLA-T1A-P98X-HRT02,GE_1/1/9,MLA-T1A-P98X-RT03,GI1/0/2,right_only
1460,MANILA,MLA-T1A-P98X-RT03,GI0/0/0,MLA-T1A-P98X-HRT01,GE_2/1/7,right_only
1461,MANILA,MLA-T1A-P98X-RT03,GI0/0/1,MLA-T1A-P98X-HRT01,GE_2/1/9,right_only
1462,MANILA,MLA-T1A-P98X-RT03,GIGABITETHERNET1/0/2,MLA-T1A-P98X-HRT02,GI1/1/9,right_only
1463,MANILA,MLA-T1A-P98X-RT03,GIGABITETHERNET1/0/0,MLA-T1A-P98X-HRT02,1/1/7,right_only
1464,MANILA II,MLA2-T1A-GX0X-HRT01,TE_5/1/13,HK-T1A-H99X-HCR01,3/1/4,right_only
1465,MANILA II,MLA2-T1A-GX0X-HRT01,GE_1/1/7,MLA-T1A-AMNLA-ACN-RT01,GI0/0/0,right_only
1466,MANILA II,MLA2-T1A-GX0X-HRT01,TE_1/1/13,MLA-T1A-P98X-HRT02,1/1/14,right_only
1467,PORT LUIS,MAU-T1A-RT02,POS1/1/1,MU-ME01-HCR02,2/2/12,right_only
1468,PORT LUIS,MAU-T1A-RT02,GIGABITETHERNET0/0/0,MAU-T1A-RT01,GI0/0/0,right_only
1469,PORT LUIS,MAU-T1A-RT02,GIGABITETHERNET1/0/0,MAU-T1A-RT01,GI1/0/0,right_only
1470,PORT LUIS,MAU-T1A-RT01,GI0/0/0,MAU-T1A-RT02,GIGABITETHERNET0/0/0,right_only
1471,PORT LUIS,MAU-T1A-RT01,GI1/0/0,MAU-T1A-RT02,GIGABITETHERNET1/0/0,right_only
1472,PORT LUIS,MAU-T1A-RT01,POS1/1/0,JO-T1A-RT01,POS3/2/0,right_only
1473,PERTH,PER-T1A-H9UX-HRT01,GE_1/1/9,SY-T1A-M3HX-HRT01,GE_5/1/12,right_only
1474,SEOUL,SEO-T1A-RT01,GIGABITETHERNET3/0/3,SEO3-T1A-OO8X-HRT01,1/1/7,right_only
1475,SEOUL,SEO-T1A-RT01,GIGABITETHERNET3/0/1,SEO-T1A-RT02,GIGABITETHERNET3/0/1,right_only
1476,SEOUL,SEO-T1A-RT01,GIGABITETHERNET3/0/0,SEO-T1A-RT02,GIGABITETHERNET3/0/0,right_only
1477,SEOUL,SEO-T1A-RT02,GIGABITETHERNET3/0/1,SEO-T1A-RT01,GIGABITETHERNET3/0/1,right_only
1478,SEOUL,SEO-T1A-RT02,GIGABITETHERNET3/0/0,SEO-T1A-RT01,GIGABITETHERNET3/0/0,right_only
1479,SEOUL,SEO-T1A-RT02,POS2/1/0,TK-T1A-CR02,POS4/1/0,right_only
1480,SEOUL,SEO2-T1A-OO7X-HRT01,GE_5/1/10,SEO-T1A-AICNA-ACN-RT01,GI0/0/0,right_only
1481,SEOUL,SEO2-T1A-OO7X-HRT01,TE_5/1/14,SEO3-T1A-OO8X-HRT01,1/1/13,right_only
1482,SEOUL,SEO2-T1A-OO7X-HRT01,TE_5/1/13,TK-T1A-T0VX-HCR01,2/2/4,right_only
1483,SEOUL,SEO2-T1A-OO7X-HRT01,TE_1/1/14,HK-T1A-H99X-HCR01,4/1/3,right_only
1484,SEOUL,SEO3-T1A-OO8X-HRT01,1/1/13,SEO2-T1A-OO7X-HRT01,TE_5/1/14,right_only
1485,SEOUL,SEO3-T1A-OO8X-HRT01,GE_5/1/10,SEO-T1A-AICNA-ACN-RT02,GI0/0/0,right_only
1486,SEOUL,SEO3-T1A-OO8X-HRT01,GE_1/1/7,SEO-T1A-RT01,GI3/0/3,right_only
1487,SEOUL,SEO3-T1A-OO8X-HRT01,TE_1/1/14,HK-T1A-H99X-HCR01,TE_3/1/3,right_only
1488,AUCKLAND,AUK-T1A-RT01,GI0/0/2,SY-T1A-1MHX-HRT02,GE_5/1/3,right_only
